protein_ids	protein_names	gene_names	uniprot_ids	refset_protein_ids	refseq_mrna_id	ensembl_id	mgi_id	protein_length	protein_copynumber	protein_halflife	mrna_copynumber	mrna_halflife	transcription_rate	translation_rate
IPI00625248.3;IPI00115085.1;IPI00473176.1;IPI00881452.1	Putative uncharacterized protein;Inositol monophosphatase;Inositol-1(or 4)-monophosphatase;Lithium-sensitive myo-inositol monophosphatase A1;Impa1 protein	Impa1	Q3TME6;Q3U5R8;Q924B0;Q9D066;O55023;Q80ZJ2	NP_061352	NM_018864	ENSMUST00000065938;ENSMUST00000118410	MGI:1933158;MGI:1933158;MGI:1933158	277	495810.39	122.22	14.24	10.970000000000001	1.2	1011.08
IPI00123881.1	DNA replication licensing factor MCM6;Mis5 homolog	Mcm6;Mcmd6;Mis5	P97311;Q3UC10;Q3ULG5;Q542I2;Q8C5L1	NP_032593	NM_008567	ENSMUST00000027601	MGI:1298227	821	685310.43	60.08	66	11.529999999999999	5.3700000000000001	362.64999999999998
IPI00849044.2;IPI00313558.4;IPI00605394.1;IPI00755258.1;IPI00751014.1	Putative uncharacterized protein;Coatomer subunit delta;Delta-coat protein	Arcn1;Copd	Q3TDU1;Q3U4S9;Q8C0G7;Q8R1S6;Q91W48;Q5XJY5	NP_666097	NM_145985	ENSMUST00000034607	MGI:2387591;MGI:2387591	511	512315.14	59.57	42.829999999999998	11.109999999999999	3.5600000000000001	418.43000000000001
IPI00876341.1;IPI00122548.3	Voltage-dependent anion-selective channel protein 3;Outer mitochondrial membrane protein porin 3;Putative uncharacterized protein	Vdac3	Q60931;Q3TX38;Q3UFA8;Q3TTN3;Q5EBQ0	NP_035826	NM_011696	ENSMUST00000009036;ENSMUST00000110715	MGI:106922;MGI:106922	283	769744.47	185.1	68.040000000000006	11.51	5.5099999999999998	307.13999999999999
IPI00349285.2;IPI00885283.1;IPI00885372.1	Mesoderm development candidate 2	Mesdc2	Q9ERE7	NP_075892	NM_023403	ENSMUST00000094215	MGI:1891421	224	580260.09	112.03	18.190000000000001	21.539999999999999	0.97999999999999998	949.91999999999996
IPI00119959.1;IPI00675093.2	Barrier-to-autointegration factor;Breakpoint cluster region protein 1;LAP2-binding protein 1	Banf1;Baf;Bcrp1;L2bp1	O54962	NP_001033320;NP_035923	NM_001038231	ENSMUST00000025762	MGI:1346330	89	684091.43	159.35	139.66	12.880000000000001	14.98	101.08
IPI00453692.4;IPI00845608.1;	Nestin	Nes	Q6P5H2-1;Q6P5H2;Q6P5H2-2;Q8R228	NP_057910	NM_016701	ENSMUST00000090973	MGI:101784;MGI:101784	1864	469826.44	53.53	53.259999999999998	15.1	3.5699999999999998	320.33999999999997
IPI00621548.2;IPI00880783.1;IPI00880279.1;IPI00881260.1;IPI00880597.1	NADPH--cytochrome P450 reductase;Por protein	Por	P37040;Q05DV1	NP_032924	NM_008898	ENSMUST00000005651;ENSMUST00000122113	MGI:97744;MGI:97744	678	626571.13	93.99	54.859999999999999	12.84	4.1200000000000001	353.19
IPI00119020.1	Charged multivesicular body protein 2a;Chromatin-modifying protein 2a;Vacuolar protein-sorting-associated protein 2	Chmp2a	Q9DB34	NP_081161	NM_026885	ENSMUST00000005711	MGI:1916203	222	313444.68	23.4	64.299999999999997	13.359999999999999	4.7300000000000004	257.63999999999999
IPI00387397.3	Putative uncharacterized protein	Ifrg15	Q3U8P1;Q3UAA2;Q8BK77;Q9D178;Q9ER81	NP_001153652;NP_001153653;NP_001153654;NP_071724	NM_001160180	ENSMUST00000065648;ENSMUST00000097526;ENSMUST00000111754	MGI:1929890	131	369265.14	11.49	17.420000000000002	5.75	2.4399999999999999	1755.5599999999999
IPI00123494.3;IPI00675436.2;	26S proteasome non-ATPase regulatory subunit 2;26S proteasome regulatory subunit RPN1;26S proteasome regulatory subunit S2;26S proteasome subunit p97	Psmd2	Q8VDM4;Q3TI61;Q3TIP0;Q3TKV1;Q3TW71;Q3TWL6;Q3TXV1;Q3U9Y8;Q80V77;Q99JX8;Q9CRK7	NP_598862;XP_895386;XP_911613	NM_134101	ENSMUST00000007212	MGI:1096584	908	680773.54	56.52	159.11000000000001	22.199999999999999	8.4399999999999995	152.81
IPI00114375.2;IPI00621526.4	Dihydropyrimidinase-related protein 2;ULIP 2 protein	Dpysl2;Crmp2;Ulip2	O08553	NP_034085	NM_009955	ENSMUST00000022629	MGI:1349763	572	736214.42	106.12	4.1200000000000001	6.0499999999999998	0.55000000000000004	5327.25
IPI00331339.3;IPI00929835.1	Dynactin subunit 3;Dynactin light chain p24	Dctn3	Q9Z0Y1;A2AMR9	NP_058586;NP_001153037	NM_016890	ENSMUST00000030158	MGI:1859251	186	325435.81	67.71	28.050000000000001	11.82	2.23	389.55000000000001
IPI00126396.2;IPI00857053.1;IPI00856765.1;IPI00856825.1;IPI00857062.1	DNA replication licensing factor MCM7;CDC47 homolog	Mcm7;Cdc47;Mcmd7	Q61881;Q3U4T8;Q3UDI8;Q3V122	NP_032594	NM_008568	ENSMUST00000000505	MGI:1298398	720	745147.75	24.14	75.459999999999994	9.3000000000000007	7.2199999999999998	511.58999999999997
IPI00315187.5	UPF0404 protein C11orf59 homolog	NA	Q9CQ22	NP_079881	NM_025605	ENSMUST00000033131	MGI:1913758	161	555753.85	72.3	59.32	14.75	4.04	311.08999999999997
IPI00108774.1;IPI00890867.1;IPI00922981.1;IPI00307988.1;IPI00830159.1;IPI00830250.1;IPI00343260.3;IPI00475041.1	UV excision repair protein RAD23 homolog B;XP-C repair-complementing complex 58 kDa protein;Putative uncharacterized protein	Rad23b;Mhr23b	P54728;Q3TJ52;Q3TUA4;Q3U041;Q3UQN3;Q6NVC3	NP_033037	NM_009011	ENSMUST00000030134	MGI:105128;MGI:105128	416	649643.64	48.11	56.460000000000001	16.079999999999998	3.6299999999999999	434.60000000000002
IPI00120871.1;IPI00474537.1;IPI00459145.1	TRM112-like protein;0610038D11Rik protein;MCG130245, isoform CRA_b	0610038D11Rik;mCG_130245	Q9DCG9;Q5M8M3;Q8VCR4	NP_001159842;NP_080582;XP_897794;XP_910906;XP_910512	NM_001166370	ENSMUST00000088257;ENSMUST00000116551	MGI:1914924;MGI:1914924	125	465639.51	25.56	37.990000000000002	9.5299999999999994	3.5499999999999998	616.13
IPI00856490.1;IPI00403509.5	Putative uncharacterized protein;26S proteasome non-ATPase regulatory subunit 8;26S proteasome regulatory subunit S14	Psmd8	Q3TG45;Q3TI95;Q3TVY0;Q3TW90;Q3U617;Q8BKP5;Q99JB5;Q9CPS5;Q9CX56	NP_080821	NM_026545	ENSMUST00000059642	MGI:1888669;MGI:1888669	353	599122.27	88.51	50.359999999999999	12.02	3.98	371.52999999999997
IPI00116850.3;IPI00928035.1	UPF0027 protein C22orf28 homolog	D10Wsu52e	Q99LF4;Q3TJ01	NP_663397	NM_145422	ENSMUST00000001834	MGI:106379	505	627875.32	43.59	76.859999999999999	12.470000000000001	5.8799999999999999	321.38999999999999
IPI00845840.1	Pyruvate kinase isozymes M1/M2;Pyruvate kinase muscle isozyme	Pkm2;Pk3;Pykm	P52480-2;P52480	NA	NA	ENSMUST00000034834	MGI:97591	531	703364.95	150.9	"NA"	"NA"	"NA"	"NA"
IPI00943445.1;IPI00225201.5	Putative uncharacterized protein;Isoleucyl-tRNA synthetase, cytoplasmic;Isoleucine--tRNA ligase	Iars	Q3UWS7;Q6NXK4;Q99LT1;Q8BU30	NP_742012	NM_172015	ENSMUST00000047363	MGI:2145219;MGI:2145219	1262	571971.46	602	50.68	14.73	3.46	288.14999999999998
IPI00622371.3	Eukaryotic translation initiation factor 3 subunit G;Eukaryotic translation initiation factor 3 subunit 4;eIF-3-delta;Eukaryotic translation initiation factor 3 RNA-binding subunit;eIF3 p44;eIF3 p42	Eif3g;Eif3p42;Eif3s4	Q9Z1D1;Q3THA0;Q544H0	NP_058572	NM_016876	ENSMUST00000004206	MGI:1858258	320	600524.91	72.03	85.599999999999994	9.0899999999999999	8.2699999999999996	230.94
IPI00132576.1;IPI00754889.1	U2 small nuclear ribonucleoprotein B'';U2 small nuclear ribonucleoprotein B	Snrpb2;RP23-371L4.1-004	Q9CQI7;A2BGM2;Q62378;Q62379;A2CES4	NP_067310	NM_021335	ENSMUST00000008477	MGI:104805;MGI:104805	225	403520.02	60.67	28.989999999999998	8.8499999999999996	2.8700000000000001	482.77999999999997
IPI00131771.3;IPI00622837.1;IPI00928242.1;IPI00928141.1	Cytochrome c oxidase subunit 6C;Cytochrome c oxidase polypeptide VIc	Cox6c	Q9CPQ1	NP_444301;XP_001473932;XP_001478266	NM_053071	ENSMUST00000014457	MGI:104614	76	621667.84	89.96	210.53999999999999	13.98	14.92	92.859999999999999
IPI00116770.1	Ras-related protein Rab-18	Rab18	P35293;Q0PD38;Q8CEH2	NP_851415	NM_181070	ENSMUST00000097680	MGI:102790	206	474693.52	46.26	16.890000000000001	12.75	1.27	1076.25
IPI00121110.1;IPI00885658.1	Ras-related protein Ral-B	Ralb	Q9JIW9;Q8CCG5	NP_071722	NM_022327	ENSMUST00000004565	MGI:1927244	206	444363.27	44.08	18.010000000000002	9.4499999999999993	1.6899999999999999	961.77999999999997
IPI00230005.3;IPI00227900.1	cAMP-dependent protein kinase catalytic subunit alpha	Prkaca;Pkaca	P05132-1;P05132;P05132-2	NP_032880	NM_008854	ENSMUST00000005606;ENSMUST00000059266	MGI:97592;MGI:97592	351	623190.42	100.47	24.129999999999999	13.06	1.8	786.62
IPI00652831.2;IPI00876551.1;IPI00230009.1	Arginine and glutamate-rich protein 1	Arglu1	Q3UL36-1;Q3UL36;Q3UL36-2;Q3TDV7	NP_789819	NM_176849	ENSMUST00000048545;ENSMUST00000110972	MGI:2442985;MGI:2442985	271	269558.49	76.39	35.770000000000003	5.4699999999999998	5.2400000000000002	242.69
IPI00126248.3;IPI00830265.1;	Putative uncharacterized protein	Acly	Q3TED3;Q3UEA1;Q3V117	NA	NA	ENSMUST00000007131;ENSMUST00000107389	MGI:103251	1101	590286.09	79.8	"NA"	"NA"	"NA"	"NA"
IPI00113223.2;IPI00929824.1;IPI00620073.3;IPI00856242.1;IPI00856388.2	Fatty acid synthase;[Acyl-carrier-protein] S-acetyltransferase;[Acyl-carrier-protein] S-malonyltransferase;3-oxoacyl-[acyl-carrier-protein] synthase;3-oxoacyl-[acyl-carrier-protein] reductase;3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase;Enoyl-[acyl-carrier-protein] reductase;Oleoyl-[acyl-carrier-protein] hydrolase	Fasn	P19096;O89060;Q3TB22;Q3UHT6	NP_032014	NM_007988	ENSMUST00000055655	MGI:95485	2504	598263.9	73.87	"NA"	12.779999999999999	"NA"	"NA"
IPI00378252.3	Deoxyribonucleoside 5'-monophosphate N-glycosidase;c-Myc-responsive protein Rcl	Rcl	Q80VJ3	NP_997044	NM_207161	ENSMUST00000046497	MGI:3039376	173	458486.78	79.64	24.280000000000001	12.19	1.8899999999999999	607.76999999999998
IPI00138274.1;IPI00875000.1	Alpha-crystallin B chain;Alpha(B)-crystallin;P23	Cryab;Crya2	P23927;Q52L78	NP_034094	NM_009964	ENSMUST00000093849	MGI:88516	175	577067.08	14.38	92.849999999999994	19.690000000000001	5.2599999999999998	447.56999999999999
IPI00227805.6;IPI00881395.1	Profilin-2;Profilin II	Pfn2	Q9JJV2-2;Q9JJV2	NA	NA	ENSMUST00000066882	MGI:97550	146	149455.29	97.37	"NA"	"NA"	"NA"	"NA"
IPI00116761.1;IPI00857597.1;IPI00350016.4;IPI00605890.4;IPI00665212.1;IPI00752901.1;IPI00664832.2	Translation initiation factor eIF-2B subunit alpha;eIF-2B GDP-GTP exchange factor subunit alpha	Eif2b1	Q99LC8;Q3UZR8	NP_663346	NM_145371	ENSMUST00000031334	MGI:2384802	305	373337.22	63.7	24.559999999999999	8.2300000000000004	2.5699999999999998	519.34000000000003
IPI00111986.1;IPI00113807.1;IPI00756011.1	Gasdermin-D;Gasdermin domain-containing protein 1	Gsdmdc1;Gsdmd	Q9D8T2	NP_081236	NM_026960	ENSMUST00000023238	MGI:1916396	487	701006.91	76.45	106.95	9.1999999999999993	10.23	212.22999999999999
IPI00131871.1;IPI00857784.1;IPI00857934.1;IPI00857710.1;IPI00857300.1	COP9 signalosome complex subunit 4;JAB1-containing signalosome subunit 4	Cops4;Csn4	O88544;Q14AI7;Q3TIJ1	NP_036131	NM_012001	ENSMUST00000045993	MGI:1349414	406	585588.79	126.01	35.079999999999998	10.66	3	482.5
IPI00108338.1	DNA replication licensing factor MCM3;DNA polymerase alpha holoenzyme-associated protein P1;P1-MCM3	Mcm3;Mcmd;Mcmd3	P25206;Q3UI57;Q3ULD6;Q3UZH2	NP_032589	NM_008563	ENSMUST00000053266	MGI:101845	812	667621.65	57.94	67.069999999999993	11.98	5.29	351.27999999999997
IPI00266188.6	Cofilin-2;Cofilin, muscle isoform	Cfl2	P45591;Q3UHW9	NP_031714	NM_007688	ENSMUST00000078124	MGI:101763	166	581450.47	73.98	17.969999999999999	9.8200000000000003	1.6399999999999999	1060.6900000000001
IPI00129577.1;IPI00776047.1;	Apoptosis-inducing factor 1, mitochondrial;Programmed cell death protein 8;Apoptosis-inducing factor, mitochondrion-associated 1	Aifm1;Aif;Pdcd8;RP23-35N5.1-002	Q9Z0X1;B1AU24;Q1L6K5;B1AU25;Q2QKE3	NP_036149	NM_012019	ENSMUST00000037349;ENSMUST00000114945	MGI:1349419;MGI:1349419	612	549164.05	283.21	31.030000000000001	11.470000000000001	2.52	459.37
IPI00754418.1	Apoptosis inhibitor 5;AAC-11	Api5	O35841	NA	NA	ENSMUST00000028617	MGI:1888993	504	589228.41	45.84	"NA"	"NA"	"NA"	"NA"
IPI00468924.5	Calcium-binding mitochondrial carrier protein SCaMC-1;Small calcium-binding mitochondrial carrier protein 1;Solute carrier family 25 member 24	Slc25a24;Scamc1	Q8BMD8;Q8R225	NP_766273	NM_172685	ENSMUST00000029477	MGI:1917160	475	921794.04	506.14	37.509999999999998	8.4000000000000004	3.8500000000000001	613.66999999999996
IPI00322869.3;	ATP-binding cassette sub-family E member 1;RNase L inhibitor;Ribonuclease 4 inhibitor	Abce1;Rli	P61222;Q3TIU8;Q3TJM9;Q3UHY8;Q6NXX7;Q8C2N8	NP_056566	NM_015751	ENSMUST00000080536	MGI:1195458	599	529165.55	58.07	52.140000000000001	11.51	4.2199999999999998	357.85000000000002
IPI00222509.1;IPI00649648.1	Protein RCC2	Rcc2;Kiaa1470	Q8BK67	NP_776292	NM_173867	ENSMUST00000038893;ENSMUST00000071169	MGI:1919784	520	485175.22	48.7	81.409999999999997	8.8499999999999996	8.0600000000000005	224.25999999999999
IPI00308593.4;IPI00882009.1	COMM domain-containing protein 2	Commd2	Q8BXC6;Q497T6	NP_780304	NM_175095	ENSMUST00000041954	MGI:1098806	199	431431.26	7.52	153.02000000000001	10.720000000000001	13.09	323.60000000000002
IPI00163011.2	Thioredoxin domain-containing protein 5;Thioredoxin-like protein p46;Endoplasmic reticulum protein ERp46;Plasma cell-specific thioredoxin-related protein	Txndc5;Tlp46	Q91W90;Q3TEE8;Q3UBW8;Q3UWX1	NP_663342	NM_145367	ENSMUST00000035988	MGI:2145316	417	790404.55	82.43	70.239999999999995	17.68	4.2599999999999998	358.18000000000001
IPI00221581.1	Eukaryotic translation initiation factor 4B	Eif4b	Q8BGD9;B2RWE8;Q3TDD8;Q3THB0;Q3TLQ9;Q3TSY9;Q3UGC0;Q922K6	NP_663600	NM_145625	ENSMUST00000078635	MGI:95304	611	514158.78	79.15	"NA"	9.8300000000000001	"NA"	"NA"
IPI00673707.3;IPI00339916.9	Glutamyl-prolyl-tRNA synthetase;Bifunctional aminoacyl-tRNA synthetase;Glutamyl-tRNA synthetase;Glutamate--tRNA ligase;Prolyl-tRNA synthetase;Proline--tRNA ligase	Eprs;Qprs	B9EIU1;Q8CGC7;Q3TLK2;Q3TMX9;Q3UGD4;Q8BTR1;Q9CRF9	XP_913237;NP_084011	NA	ENSMUST00000046514	MGI:97838	1512	520827.07	193.29	"NA"	"NA"	"NA"	"NA"
IPI00272545.5	NA	NA	NA	XP_001479547;XP_001480957	NA	NA	NA	101	842060.67	159.46	"NA"	"NA"	"NA"	"NA"
IPI00122265.1	SH3 domain-binding glutamic acid-rich-like protein	Sh3bgrl	Q9JJU8;Q3U9A8	NP_064373	NM_019989	ENSMUST00000033598	MGI:1930849	114	648700.33	56.8	25.670000000000002	13.59	1.8700000000000001	898.61000000000001
IPI00117132.2	Pleckstrin homology domain-containing family F member 1;Lysosome-associated apoptosis-inducing protein containing PH and FYVE domains	Plekhf1;Lapf	Q3TB82;Q8CF15	NP_077724	NM_024413	ENSMUST00000098513	MGI:1919537	279	440295.5	42.03	8.5	3.1200000000000001	2.0499999999999998	2041.27
IPI00227838.4	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12	Gng12	Q9DAS9	NP_079554	NM_025278	ENSMUST00000043148;ENSMUST00000114222;ENSMUST00000114224;ENSMUST00000114225;ENSMUST00000114226;ENSMUST00000114227;ENSMUST00000114228	MGI:1336171	72	658581.1	34.65	36.520000000000003	13.529999999999999	2.6400000000000001	780.85000000000002
IPI00119058.1;IPI00648993.1;IPI00230539.1;IPI00649256.1	Growth factor receptor-bound protein 2;Adapter protein GRB2;SH2/SH3 adapter GRB2;Growth factor receptor bound protein 2	Grb2;RP23-28I4.1-004	Q60631-1;Q60631;Q3U1Q4;Q3U5I5;B1AT92;Q60631-2;B1AT94	NP_032189	NM_008163	ENSMUST00000021090;ENSMUST00000106497;ENSMUST00000106500;ENSMUST00000106495	MGI:95805;MGI:95805	217	467140.84	17.22	32.399999999999999	8.4499999999999993	3.3399999999999999	911.03999999999996
IPI00402968.1;IPI00857483.1	EH domain-containing protein 2	Ehd2	Q8BH64;Q8R2X0	NP_694708	NM_153068	ENSMUST00000098799	MGI:2154274	543	911590.54	28.6	48.909999999999997	15.6	3.2200000000000002	894.45000000000005
IPI00848970.1;IPI00461730.3	Phosphoglycerate mutase family member 5	Pgam5	Q8BX10-1;Q8BX10;A1A4A7;B7ZNW0	NP_001157010	NM_001163538	ENSMUST00000059229;ENSMUST00000112505	MGI:1919792	288	253050.52	55.97	27.260000000000002	7.8099999999999996	2.9700000000000002	330.52999999999997
IPI00318485.3;IPI00556765.1;IPI00857517.1	Sorcin	Sri	Q6P069-1;Q6P069;Q6P069-2	NP_001074443;NP_079894	NM_001080974	ENSMUST00000003245;ENSMUST00000088786	MGI:98419;MGI:98419	198	416374.26	80.28	17.719999999999999	15.369999999999999	1.1699999999999999	755
IPI00116558.1	Rho-related GTP-binding protein RhoG;Sid 10750	Rhog;Arhg;Sid10750	P84096;B2KKU6;Q3UDZ1	NP_062512	NM_019566	ENSMUST00000098230;ENSMUST00000106923	MGI:1928370	191	436816.56	70.5	33.969999999999999	5.6799999999999997	4.8300000000000001	424.10000000000002
IPI00109169.1	Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial;Isocitric dehydrogenase;NAD(+)-specific ICDH	Idh3g	P70404;Q3TGZ3;Q3TKM5;Q684I8;Q9CW65	NP_032349	NM_008323	ENSMUST00000052761	MGI:1099463	393	449440.82	51.56	50.990000000000002	14.07	3.5800000000000001	324.49000000000001
IPI00229859.1;IPI00761592.1	Eukaryotic translation initiation factor 3 subunit B;Eukaryotic translation initiation factor 3 subunit 9;eIF-3-eta;eIF3 p116	Eif3b;Eif3s9	Q8JZQ9;Q8CIJ3	NP_598677	NM_133916	ENSMUST00000075771;ENSMUST00000100507	MGI:106478	970	721123.69	44.42	145.44	18.190000000000001	8.6500000000000004	193.38999999999999
IPI00471443.1;IPI00556700.2	Eukaryotic translation initiation factor 3 subunit J;Eukaryotic translation initiation factor 3 subunit 1;eIF-3-alpha;eIF3 p35;Eif3j protein	Eif3j;Eif3s1;ENSMUSG00000043424	Q66JS6;Q2YDW1;Q3UGC7;Q66JW9;Q99JK5	XP_001472005;XP_001479331;NP_653128	NA	ENSMUST00000057110;ENSMUST00000028668	MGI:1925905;MGI:1925905	263	510964.54	92.16	"NA"	"NA"	"NA"	"NA"
IPI00169845.2	Membrane magnesium transporter 1;Transmembrane protein 32	Mmgt1;Tmem32	Q8K273	NP_666346	NM_146234	ENSMUST00000059899	MGI:2384305	131	348569.61	69.38	11.84	8.9199999999999999	1.1599999999999999	979.55999999999995
IPI00128778.1;IPI00122267.3	Endophilin-B1;SH3 domain-containing GRB2-like protein B1	Sh3glb1;Kiaa0491	Q9JK48-2;Q9JK48;Q9JK48-1;Q3TYR7	NP_062337	NM_019464	ENSMUST00000074195;ENSMUST00000106210	MGI:1859730;MGI:1859730	386	552156.42	26.71	26.649999999999999	11.609999999999999	2.1499999999999999	1018.63
IPI00121736.1	Programmed cell death protein 6;Probable calcium-binding protein ALG-2;PMP41;ALG-257	Pdcd6;Alg2	P12815;Q3UGE5;Q8C5M4	NP_035181	NM_011051	ENSMUST00000022060	MGI:109283	191	587172.43	50.56	42.700000000000003	13.960000000000001	3.02	509.67000000000002
IPI00132080.1;IPI00928268.1;IPI00928518.1;IPI00928301.1;IPI00474599.1	6-phosphogluconolactonase;Putative uncharacterized protein	Pgls	Q9CQ60;Q8CBG6	NP_079672	NM_025396	ENSMUST00000034264	MGI:1913421;MGI:1913421	257	580660.81	133.08	19.510000000000002	11.890000000000001	1.5600000000000001	851.17999999999995
IPI00896574.1;IPI00126338.5	Thymopoietin;Thymopoietin, isoform CRA_a;Lamina-associated polypeptide 2, isoforms alpha/zeta;Thymopoietin isoforms alpha/zeta	Tmpo;mCG_10339;Lap2	B2RUB9;Q61033-1;Q61033	NP_035735	NM_011605	ENSMUST00000020123;ENSMUST00000092219;ENSMUST00000099355;ENSMUST00000105293	MGI:106920;MGI:106920	693	553007.85	59.52	33.399999999999999	9.0500000000000007	3.2400000000000002	577.98000000000002
IPI00133234.1;IPI00607961.1;IPI00474792.1;IPI00881658.1	Transmembrane protein 33;Protein DB83;Putative uncharacterized protein	Tmem33;Db83	Q9CR67;Q9CV90;Q9CWD1	NP_083251;NP_084384	NM_028975	ENSMUST00000037918;ENSMUST00000113680;ENSMUST00000119971;ENSMUST00000120237	MGI:1915128;MGI:1915128	247	580495.49	19.31	10.94	15.949999999999999	0.70999999999999996	3139.6900000000001
IPI00461621.1;IPI00652617.1	U5 small nuclear ribonucleoprotein 40 kDa protein;WD repeat-containing protein 57	Snrnp40;Wdr57	Q6PE01	NP_079921	NM_025645	ENSMUST00000105994	MGI:1913835	358	507423.96	103.71	30.530000000000001	8.6699999999999999	3.0600000000000001	498.38
IPI00420148.2;IPI00626977.1;IPI00754463.3;IPI00463111.1;IPI00845606.1;IPI00845857.1;IPI00918935.1;IPI00923031.1;IPI00915101.1;IPI00845754.8;IPI00463558.1	MLV-related proviral Env polyprotein;Surface protein;Transmembrane protein;Envelope protein;Envelope polyprotein	env;Ctse;ENSMUSG00000071305	P10404;A8CT00;Q61533;Q61875;Q61876;Q64262;Q80SV3;Q80SW4;Q811M8;Q811N1;Q811N3;Q8K170;Q61877;Q811N6	NA	NA	NA	MGI:3642579;MGI:107361	645	404576.06	21.76	"NA"	"NA"	"NA"	"NA"
IPI00551538.1;IPI00719866.1	NA	NA	NA	XP_001477409;XP_892907;XP_001474720;XP_912966	NA	NA	NA	136	445682.3	43.27	"NA"	"NA"	"NA"	"NA"
IPI00338717.3;IPI00274747.6;IPI00938510.1	MKIAA0885 protein;Cold shock domain-containing protein E1;Csde1 protein	Csde1;D3Jfr1;mKIAA0885	Q80TP8;Q91W50;Q3TXH7;Q3U1S6;Q3U4S7;Q05C63;Q3U672;Q3UJ74;Q8JZN2;Q8R3R1	NP_659150;NP_001155326	NM_144901	ENSMUST00000071942;ENSMUST00000029446	MGI:92356;MGI:92356;MGI:92356	822	428091.75	23.97	66.239999999999995	10.43	5.7800000000000002	336.92000000000002
IPI00387232.1;IPI00399449.1;IPI00756894.1;IPI00399450.1	NSFL1 cofactor p47;p97 cofactor p47;NSFL1 (P97) cofactor (P47)	Nsfl1c;RP23-419G21.4-003	Q9CZ44-3;Q9CZ44;Q3UVN5;Q9CZ44-1;Q3KQQ1;A2AT02;Q9CZ44-2	NP_938085	NM_198326	ENSMUST00000028949;ENSMUST00000089140;ENSMUST00000103160	MGI:3042273;MGI:3042273;MGI:3042273;MGI:3042273	372	553494.31	53.13	52.93	7.4100000000000001	6.0099999999999998	379.35000000000002
IPI00554894.2;IPI00649152.3;IPI00875218.1	Annexin A6;Annexin-6;Annexin VI;Lipocortin VI;p68;p70;Protein III;Chromobindin-20;67 kDa calelectrin;Calphobindin-II;Putative uncharacterized protein	Anxa6;Anx6	P14824;Q3TUI1;Q3UDK4;Q3UI56;Q8BSS4;Q99JX6	NP_038500	NM_013472	ENSMUST00000108883;ENSMUST00000102727	MGI:88255;MGI:88255	673	722921.7	121.32	28.390000000000001	19.670000000000002	1.76	540.30999999999995
IPI00115607.3;IPI00474281.1;IPI00850941.1;IPI00858282.1	Trifunctional enzyme subunit beta, mitochondrial;TP-beta;3-ketoacyl-CoA thiolase;Acetyl-CoA acyltransferase;Beta-ketothiolase	Hadhb	Q99JY0	NP_663533;XP_930842;XP_001480094	NA	ENSMUST00000026841;ENSMUST00000114783;ENSMUST00000114786	MGI:2136381	475	465985.11	212.56	"NA"	"NA"	"NA"	"NA"
IPI00457661.5;IPI00890183.2	26S proteasome non-ATPase regulatory subunit 5;26S proteasome subunit S5B;26S protease subunit S5 basic	Psmd5	Q8BJY1;Q921U5	NP_542121	NM_080554	ENSMUST00000028225	MGI:1914248	504	635704.93	120.29	30.440000000000001	7.46	3.4399999999999999	608.54999999999995
IPI00321734.7	Lactoylglutathione lyase;Methylglyoxalase;Aldoketomutase;Glyoxalase I;Ketone-aldehyde mutase;S-D-lactoylglutathione methylglyoxal lyase	Glo1	Q9CPU0;A5GZX3	NP_001107032;NP_079650	NM_001113560	ENSMUST00000024823	MGI:95742	184	581557.24	162.68	21.809999999999999	7.79	2.3799999999999999	741.44000000000005
IPI00317074.3	Mitochondrial dicarboxylate carrier;Solute carrier family 25 member 10	Slc25a10;Dic	Q9QZD8;B1ATZ4	NP_038798	NM_013770	ENSMUST00000026899	MGI:1353497	287	427541.67	76.77	"NA"	23.539999999999999	"NA"	"NA"
